,Company_Name,Design_Role,Experience,Functional_Area,Industry,Job_Application,Job_Link,Job_Post,Job_Title,Job_View,Key_Skills,Location,Num_Openings,Role_Category,Salary,SalaryI,Skill_Experience
39,Client Of Sampoorna,Software Developer,2 - 5 yrs,IT Software - Other,IT-Software  /    Software Services,24,https://www.naukri.com/job-listings-Software-Engineer-data-Scientist-Client-Of-Sampoorna-Mumbai-2-to-5-years-121017901025?src=jobsearchDesk&sid=150824249339&xp=46,Posted 5 days ago,Software Engineer (data Scientist),140,"Data Scientist,R,Python ",Mumbai,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Candidate Experience Should Be : 2 To 5 Candidate Degree Should Be : BE-Comp/ IT, BE-Other, BTech-Comp/ IT, BTech-Other, MCA, MCM, MCS, ME-Comp/ IT, ME-Other, MIS, MIT, MSc-Comp/ IT, MS-Comp/ IT, MSc-Other, MS-Other, MTech-Comp/ IT, MTech-Other"
40,Premium  hiring for Client of Red Rock,Data Analyst,3 - 8 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,Less than 10,https://www.naukri.com/job-listings-Data-Scientist-KPO-Premium-Chennai-3-to-8-years-121017900418?src=jobsearchDesk&sid=150824249339&xp=47,Posted 4 days ago,Data Scientist - KPO,146,"java,c++,php,mysql,neural networks,artificial intelligence,python,Data Analyst,R,SAS,MATLAB,SPSS,CPLEX,GAMS,Gauss,VBA,Tableau,Spotfire ",Chennai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
41,Premium  hiring for Client of Red Rock,Data Analyst,5 - 10 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,Less than 10,https://www.naukri.com/job-listings-Senior-Data-Scientist-KPO-Premium-Chennai-5-to-10-years-121017900417?src=jobsearchDesk&sid=150824249339&xp=48,Posted 4 days ago,Senior Data Scientist - KPO,121,"java,c++,php,mysql,neural networks,artificial intelligence,python,open source,machine learning,data analyst,data scientist,vba,tableau,spotfire,r,sas,matlab,spss ",Chennai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
42,Premium  hiring for Client of Red Rock,Data Analyst,3 - 8 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,Less than 10,https://www.naukri.com/job-listings-Data-Scientist-senior-Data-Scientist-Advanced-Analytics-Consulting-F-Premium-Chennai-3-to-8-years-121017900413?src=jobsearchDesk&sid=150824249339&xp=49,Posted 4 days ago,Data Scientist/senior Data Scientist - Advanced Analytics Consulting F,258,"Hadoop,R,Hive,SQL,SAS,Java,Python,Linear Regression,Machine Learning,Text Analytics,Data Analyst,Perl,C++,Hbase,MAPR ",Chennai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
43,Premium  hiring for Red Rock,Data Analyst,2 - 7 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,45,https://www.naukri.com/job-listings-Data-Scientist-Analytics-Firm-Premium-Mumbai-2-to-7-years-121017900371?src=jobsearchDesk&sid=150824249339&xp=50,Posted 4 days ago,Data Scientist - Analytics Firm,184,"hadoop,java,python,algorithms,big data,data science,r,algorithm development,advanced analytics,data scientist,Statistics,Data Analytics,Data Management,Statistical Modeling ",Mumbai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
44,Premium  hiring for Red Rock,Data Analyst,3 - 6 yrs,Analytics & Business Intelligence,Strategy  /    Management Consulting Firms,27,https://www.naukri.com/job-listings-Senior-Reporting-Analyst-Data-Scientist-Consulting-Firm-Premium-Chennai-3-to-6-years-121017900359?src=jobsearchDesk&sid=150824249339&xp=51,Posted 5 days ago,Senior Reporting Analyst - Data Scientist - Consulting Firm,149,"Excel,Analytics,Statistics,Data Mining,Regression Analysis,Data Management,Big Data,Statistical Software,Operations Leadership,MS SQL,Senior Reporting Analyst,SQL,Data Visualization,Predictive analytics,Machine Learning,Data Scientist ",Chennai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
45,Premium  hiring for Red Rock,Data Analyst,2 - 7 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,19,https://www.naukri.com/job-listings-Data-Scientist-Digital-Intelligence-COE-Courier-Services-Premium-Mumbai-2-to-7-years-121017900183?src=jobsearchDesk&sid=15082426095876&xp=1,Posted 4 days ago,Data Scientist - Digital Intelligence - COE - Courier Services,228,"Hadoop,Hive,Data Analysis,Advanced Excel,SAS,Oozie,Flume,SQL,Sqoop,STATA,Data Scientist,Digital Intelligence ",Mumbai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
46,Premium  hiring for The Hiring Story,Data Analyst,3 - 6 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,22,https://www.naukri.com/job-listings-Data-Scientist-ETL-Analytics-Premium-Mumbai-3-to-6-years-111017901148?src=jobsearchDesk&sid=15082426095876&xp=3,Posted 5 days ago,Data Scientist - ETL/ Analytics,247,"Data Science,Machine Learning,SQL,Python,R,ETL,Statistics,Analytics,Data Scientist ",Mumbai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
47,Bebo Technologies Pvt Ltd.,System Analyst,4 - 7 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,11,https://www.naukri.com/job-listings-Data-Scientist-Bebo-Technologies-Pvt-Ltd-Chandigarh-4-to-7-years-101017002166?src=jobsearchDesk&sid=15082426095876&xp=4,Posted 7 days ago,Data Scientist,158,"Machine Learning,Java,Analytics,Statistical Programming,python,QA ",Chandigarh,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
48,Premium  hiring for Client of Contactx Resource Management,System Security,6 - 11 yrs,"IT Software - DBA   ,     Datawarehousing",Strategy  /    Management Consulting Firms,Less than 10,https://www.naukri.com/job-listings-Manager-senior-Manager-Cyber-Security-Data-Scientist-Premium-Mumbai-6-to-11-years-111017901098?src=jobsearchDesk&sid=15082426095876&xp=5,Posted 5 days ago,Manager/senior Manager - Cyber Security Data Scientist,144,"data science,data modeling,data analysis,cyber security,data scientist,data analytics,data management,Statistical Modeling ",Mumbai,,Admin/Maintenance/Security/Datawarehousing,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
49,Cactus Communications Pvt. Ltd.,Data Analyst,2 - 7 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,156,https://www.naukri.com/job-listings-Senior-Data-Scientist-Cactus-Communications-Pvt-Ltd-Mumbai-2-to-7-years-220917007027?src=jobsearchDesk&sid=15082426095876&xp=6,Posted 4 days ago,Senior Data Scientist,1500+,"MySQL,PHP,Laravel,Drupal,Angularjs,Solr,MongoDB,Postgresql,Python,Support Services ",Mumbai,,Analytics & BI,"INR  15,00,000 - 20,00,000 P.A.","15,00,000 - 20,00,000 P.A.","Required Skills & ExperienceMinimum 2 years experience as Data ScientistMinimum 5 years working closely with Technology teamsHands on Python programming experienceHands on experience with at least one of the big data ecosystems (Hadoop, Redshift-EMR etc)Proven experience of working with unstructured data and creating relationship and structure around it to solve strategic, tactical, structured, and unstructured business problems Deep experience in predictive analytics and statistical modellingExperience in successfully making use of three or more of the following: Logistic Regression Multivariate Regression, Support Vector Machines, Stochastic Processes, Decision Trees, Lifetime analysis, common clustering algorithms, Optimization Experience with one or more visualization tools like Tableau, Qlickview, Cognos, PowerBi etc. Preferred Skills & ExperienceExperience with or in the academia/scientific publishing industryExperience with neo4j, graphQL OR similar graph databasesExperience with Natural Language Processing and Stanfords NLTK"
50,Premium  hiring for Client of Pluto Consultancy,Data Analyst,10 - 12 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,35,https://www.naukri.com/job-listings-Data-Scientist-R-nlp-data-Mining-Premium-Bengaluru-10-to-12-years-101017900281?src=jobsearchDesk&sid=15082426095876&xp=7,Posted 7 days ago,Data Scientist - R/nlp/data Mining,343,"Data Science,NLP,Spark,Big Data,Machine Learning,R,Data Mining,Hadoop,Tableau,Analytics,Data Analyst,Data Scientist ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
51,Morningstar India (P) Ltd.,Other,3 - 6 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,456,https://www.naukri.com/job-listings-Research-Engineer-data-Scientist-Morningstar-India-P-Ltd-Mumbai-3-to-6-years-140917003438?src=jobsearchDesk&sid=15082426095876&xp=8,Posted 5 days ago,Research Engineer (data Scientist),1500+,"quantitative research,r,analytics,machine learning,python,software engineering,Data science,Statistical Analyst,data scientist ",Mumbai,,Other,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
52,Premium  hiring for Hireajackal,Data Analyst,1 - 5 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,43,https://www.naukri.com/job-listings-Data-Scientist-NLP-Data-Modeling-Premium-Mumbai-1-to-5-years-101017900272?src=jobsearchDesk&sid=15082426095876&xp=9,Posted 7 days ago,Data Scientist - NLP / Data Modeling,283,"NLP,Data Modeling,Data Scientist,statistical testing,regression,D3.js,GGplot,Python,SciKit,NumPy,MatLab,Sentiment analysis,machine learning ",Mumbai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Skills :- Excellent understanding of machine learning techniques and algorithms, such as L/Log R, K Means(k/2), SVM, Sentiment analysis, POS Tagging, Syntactic + Semantic Analysis, regression, etc.- Experience with common data science toolkits, such as Python, SciKit, NumPy, MatLab, etc.- Experience with at least one Live Project(using real data).- Experience with data visualization tools, such as D3.js, GGplot, etc.- Good applied statistics skills, such as distributions, statistical testing, regression, etc.- Good scripting and programming skills.- Data-oriented personality."
53,EYGBS (India) Private Limited,Database Architect/Designer,5 - 10 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,30,https://www.naukri.com/job-listings-Data-Scientist-EYGBS-India-Private-Limited-Trivandrum-5-to-10-years-091017005966?src=jobsearchDesk&sid=15082426095876&xp=10,Posted 8 days ago,Data Scientist,448,"text mining,machine learning,Python,R,Big Data Developer ",Trivandrum,Openings: 1,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
54,Job Port Japan,Software Developer,3 - 8 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,39,https://www.naukri.com/job-listings-Data-Scientist-machine-Learning-Skill-Required-Tokyo-Japan-Port-Japan-Tokyo-Japan-3-to-8-years-101017001109?src=jobsearchDesk&sid=15082426095876&xp=11,Posted 7 days ago,"Data Scientist (machine Learning Skill Required) - Tokyo, Japan",318,"Machine Learning,algorithm,data science,Data Scientist,Deep Learning,Hadoop,Python,Scala ","Tokyo,    Japan",,Programming & Design,"USD  50,000 - 65,000 P.A.","50,000 - 65,000 P.A.",Please refer to the Job description above
55,Premium  hiring for The Hiring Story,Data Analyst,2 - 5 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,28,https://www.naukri.com/job-listings-Data-Scientist-Python-r-Premium-Mumbai-2-to-5-years-121017900047?src=jobsearchDesk&sid=15082426095876&xp=12,Posted 4 days ago,Data Scientist - Python/r,264,"data analysis,data mining,data collection,r,research,database architecture,python,matlab,sql,data visualisation ",Mumbai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Education & Experiences:- Bachelors Degree in Computer Science/Mathematics from recognised University- 3+ years of experience in Data Science and Analytics- Past experience with data visualisation and application- Good scripting and programming skills- Competency in creating and giving presentations- Strong communication and time-management skills Technical Skills:Languages: English (Fluent); Strong Verbal and Written Communication ComputerLanguages & Skills: Python (NumPy), R/Matlab, SQL and NonSQL Databases (Mongo, Cassandra, etc.),Data Visualisation Tools (D3.js, Kibana, Tableau), MS Office."
56,Premium  hiring for Spurrin Innovation Pvt Ltd,Data Analyst,2 - 4 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,133,https://www.naukri.com/job-listings-Data-Scientist-R-python-machine-Learning-Premium-Bengaluru-2-to-4-years-111017901620?src=jobsearchDesk&sid=15082426095876&xp=13,Posted 4 days ago,Data Scientist - R/python/machine Learning,627,"deep learning,machine learning,r,python,model development,algorithms,data analysis,model validation,ai,optimization algorithms ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
57,Golden Opportunities Pvt Ltd  hiring for Client of Golden Opportunities,Business Analyst,5 - 7 yrs,Analytics & Business Intelligence,Strategy  /    Management Consulting Firms,29,https://www.naukri.com/job-listings-Data-Scientist-Role-Market-Research-Domain-at-MNC-Chennai-Golden-Opportunities-Pvt-Ltd-Chennai-5-to-7-years-101017002088?src=jobsearchDesk&sid=15082426095876&xp=14,Posted 7 days ago,"Data Scientist Role Market Research Domain at MNC, Chennai",182,"Analytics,Market Research,Statistics,Machine Learning,Data Collection ",Chennai,Openings: 1,Analytics & BI,"INR  12,00,000 - 15,00,000 P.A.","12,00,000 - 15,00,000 P.A.",Please refer to the Job description above
58,Crescendo Global Services,Other,4 - 9 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,47,https://www.naukri.com/job-listings-Data-Scientist-Crescendo-Global-Services-Mumbai-Chennai-4-to-9-years-141017000938?src=jobsearchDesk&sid=15082426095876&xp=15,Posted 3 days ago,Data Scientist,344,"Machine Learning,SQL,Excel,Python,Statistics,Spark,Hadoop,Analytics,SAS,Data Analysis,Data Scientist ","Mumbai,    Chennai",,Other,"INR  20,00,000 - 35,00,000 P.A.","20,00,000 - 35,00,000 P.A.",Please refer to the Job description above
59,Crescendo Global Services,Analytics Manager,3 - 8 yrs,Analytics & Business Intelligence,Media  /    Entertainment  /    Internet,10,https://www.naukri.com/job-listings-Senior-Manager-Manager-Data-Scientist-Crescendo-Global-Services-Mumbai-3-to-8-years-141017001537?src=jobsearchDesk&sid=15082426095876&xp=17,Posted 3 days ago,Senior Manager/ Manager- Data Scientist,190,"Deep Learning,R,Data Science,Spark,Machine Learning,Python,Statistical Modeling,Big Data,SCALA,Team Operations ",Mumbai,,Analytics & BI,"INR  12,00,000 - 18,00,000 P.A.","12,00,000 - 18,00,000 P.A.",Please refer to the Job description above
60,Talentfair Consultancy Private Limited,Data Analyst,3 - 8 yrs,Analytics & Business Intelligence,Media  /    Entertainment  /    Internet,17,https://www.naukri.com/job-listings-Manager-Data-Scientist-for-an-Internet-Company-Talentfair-Consultancy-Private-Limited-Mumbai-Tardeo-3-to-8-years-111017006409?src=jobsearchDesk&sid=15082426095876&xp=18,Posted 6 days ago,Manager - Data Scientist for an Internet Company,136,"Data scientist,big data,BI ",Mumbai(Tardeo),Openings: 1,Analytics & BI,"INR  13,00,000 - 14,00,000 P.A. Salary is not a constraint for the right candidate","13,00,000 - 14,00,000 P.A.",Please refer to the Job description above
61,New Horizons  hiring for MNC- DATA Scientist,Data Analyst,3 - 8 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,31,https://www.naukri.com/job-listings-Hiring-For-Data-Scientist-New-Horizons-Noida-Sector-3-Noida-3-to-8-years-111017003511?src=jobsearchDesk&sid=15082426095876&xp=19,Posted 6 days ago,Hiring For Data Scientist,179,"big data,data analyst,data scientist,business analyst ",Noida(Sector-3 Noida),Openings: 1,Analytics & BI,"INR  6,00,000 - 13,00,000 P.A.","6,00,000 - 13,00,000 P.A.",Please refer to the Job description above
